"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene4773",2.07015267098476,6.64753745109588,3.25531906791983,2.0420540390665,0.0411461712512205,NA
"gene313",6.26228922291533,6.63739324816564,2.0212026941214,3.28388304026622,0.00102387404046604,0.0326660335171296
"gene4001",1.53815643480885,6.6002883056035,5.01250627948617,1.31676409715742,0.18791771085184,NA
"gene1428",1.56718178170404,6.59667672266096,4.69093632434006,1.40626012943994,0.159646894837901,NA
"UGT2A1.2",1.56718178170404,6.59667672266096,4.69093632434006,1.40626012943994,0.159646894837901,NA
"gene7829",1.62523247549443,6.59608176983244,4.64481333075755,1.42009620196225,0.155579675856143,NA
"gene13455",2.30839329623955,6.58916772233654,4.19899388145627,1.56922536882843,0.116595435001212,NA
"gene1926",1.82582839471761,6.57809995370831,3.7151656431161,1.77060744677616,0.0766260027578159,NA
"gene1083",2.50466754833609,6.48514533820722,2.27339647152112,2.85262400089327,0.00433598919014979,NA
"gene379",1.40899898876302,6.48056952550581,4.71041153195506,1.37579688771185,0.168884525291799,NA
"gene7289",4.32247359429899,6.43620215205978,1.78997264348481,3.5956986133204,0.000323522185620398,NA
"gene14686",6.2254369247551,6.4083938380068,4.98473354373857,1.28560409132731,0.198581268153939,NA
"Cht3",1.6513584898869,6.39388563040778,3.80396299477547,1.68084853590569,0.0927923383690921,NA
"gene9347",3.97846190741383,6.37646674768231,2.24175484103384,2.84440859944419,0.0044493949286705,NA
"gene1663",2.81254803124666,6.3428467059563,2.64308368486555,2.39979034423912,0.0164044644965695,NA
"gene5783",4.50668573256294,6.34103857415421,2.15101173929745,2.94793303928005,0.00319906349960251,NA
"F9",1.26952212856043,6.32611354992911,4.91032428356729,1.2883290765744,0.197631435657534,NA
"gene2743",3.37325550386364,6.28455925264354,4.93854514671618,1.27255275915061,0.203176791130615,NA
"gene6",2.67459348485785,6.16573067962864,2.74752736995177,2.24410164100999,0.0248258624126285,NA
"gene9232",1.1177703679109,6.14674828894463,5.01800195869948,1.22493939610532,0.220598055459575,NA
"gene5924",5.72477478103066,-6.10777003757308,1.80966926909636,-3.37507529241679,0.000737954982044992,NA
"gene9470",3.28785017445687,6.0833619558864,2.48957771232502,2.44353165830889,0.0145442934774347,NA
"SLC7A9",1.27788590563243,6.06557649821262,4.0808146938196,1.48636410945073,0.137182837724677,NA
"gene4650",2.065717898925,6.04818370882832,2.49665378506428,2.42251598720268,0.0154134475399931,NA
"gene2308",3.1179639964038,6.04099793324413,2.06574879641743,2.92436231536034,0.00345162737083298,NA
"gene2673",1.18165652543223,6.03910443250113,4.09947273274906,1.47314174924427,0.140712818055981,NA
"gene1053",1.01120723646879,6.037651125089,5.01959323186771,1.20281681128223,0.229047217769731,NA
"BEST2",2.45506867306096,6.01986048789673,2.42218126818707,2.48530552480179,0.0129440289977607,NA
"gene6960",3.2445661087066,6.00561150622101,2.34254618146886,2.56371103960703,0.010355972178679,NA
