T22_mock vs T22_WNV	T22_mock vs T26_mock	T22_mock vs T26_WNV	T22_mock vs T30_mock	T22_mock vs T30_WNV	T22_WNV vs T26_mock	T22_WNV vs T26_WNV	T22_WNV vs T30_mock	T22_WNV vs T30_WNV	T26_mock vs T26_WNV	T26_mock vs T30_mock	T26_mock vs T30_WNV	T26_WNV vs T30_mock	T26_WNV vs T30_WNV	T30_mock vs T30_WNV
gene12216	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12217	NA	0.8710195	0.9845988	0.6092776	NA	0.7761106	0.906657	NA	NA	1	0.332101	NA	0.5394535	NA	1
gene12218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12219	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1222	NA	0.8524866	NA	NA	NA	0.9825175	NA	NA	NA	1	0.9550597	NA	NA	NA	1
gene12220	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12221	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12222	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12223	NA	0.8528879	0.9636073	0.9200807	0.9280568	0.9808382	0.8927671	0.8291455	NA	1	0.7002697	NA	0.9508312	0.9877285	1
gene12224	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12225	NA	0.6360852	0.5130275	0.8033612	0.5807211	0.9676717	0.9994465	0.8112342	NA	1	0.8514201	NA	0.7019703	0.9583392	1
gene12226	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12228	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12229	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1223	NA	0.5801177	0.5238071	0.83514	0.9927381	0.6213337	0.5810866	NA	NA	1	0.7774017	NA	0.6635288	0.5489845	1
gene12230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12231	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12232	0.9788312	0.8436999	0.9690781	0.4845024	0.7602817	0.8417016	0.9498929	0.506583	0.7201964	1	0.8149873	0.9677324	0.523561	0.8368632	1
gene12233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12234	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12235	NA	0.7200008	0.7185403	0.9738643	NA	0.8100382	NA	NA	NA	1	0.6964913	NA	NA	NA	1
gene12236	NA	0.8526659	0.6230428	0.7480585	NA	0.9649774	0.8105664	NA	NA	1	0.9653337	NA	0.8666682	0.9983283	1
gene12237	NA	0.8866934	0.6026583	0.8998642	0.7592457	0.9499101	0.7358232	0.8843066	NA	1	0.7106946	NA	0.279965	0.9201709	1
gene12238	NA	0.9162246	0.9430341	0.9461678	0.9260784	0.9627638	0.80224	NA	NA	1	0.8277365	NA	0.9898691	0.9983283	1
gene12239	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1224	NA	0.8968883	0.9970871	0.6812916	NA	0.9884493	0.9306567	NA	NA	1	0.8750733	NA	0.6444452	NA	1
gene12240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12241	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12242	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12243	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12244	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12245	NA	0.9818322	0.6466485	0.3272656	NA	0.9174343	0.8829768	NA	NA	1	0.400873	NA	0.8994705	NA	1
gene12246	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12247	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9206908	NA	NA	NA	1
gene12248	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12249	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1225	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12251	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9777977	NA	NA	NA	1
gene12252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12254	0.9953034	0.9112012	0.9171178	0.2745484	0.9770113	0.9320663	0.9306567	0.3709085	NA	1	0.151037	NA	0.1662569	0.9109234	1
gene12255	NA	0.7948843	NA	0.9732217	NA	0.3567795	NA	NA	NA	1	0.8032695	NA	NA	NA	1
gene12256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12258	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12259	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12261	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5558639	NA	NA	NA	1
gene12262	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.8277798	NA	NA	NA	1
gene12263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12264	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12265	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12266	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9019141	NA	NA	NA	1
gene12267	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9447649	NA	NA	NA	1
gene12268	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1227	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12275	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12276	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12278	NA	0.9686292	0.8295527	0.6383641	0.750961	0.9825175	0.9306567	0.8351784	NA	1	0.7246591	NA	0.8898473	0.9773356	1
gene12279	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1228	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12280	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12281	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12283	NA	0.6707471	0.8764631	0.8571111	0.339843	0.9087778	0.9880014	0.9918279	NA	1	0.8434312	NA	0.990242	0.6413924	1
gene12284	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12285	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12286	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1229	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12296	NA	0.9445451	0.9631983	0.8466298	0.9363086	0.7942778	0.9128981	0.9966622	NA	1	0.7255744	NA	0.8666682	0.989169	1
gene12297	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12298	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1230	NA	0.7821482	0.5820836	0.5315792	0.5118344	0.9780602	0.9498929	0.9878128	NA	1	0.9206908	NA	0.9706237	0.9983283	1
gene12300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12302	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12303	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12305	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12306	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12307	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12308	NA	0.5637224	0.9618896	0.6945573	0.3117364	0.9640513	0.6421587	0.9808789	NA	1	0.8720755	NA	0.557735	0.3228745	1
gene12309	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1231	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12310	NA	0.9753966	0.9471846	0.8645815	NA	0.9407213	0.9603653	NA	NA	1	0.8213279	NA	0.7050674	0.9523602	1
gene12311	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12312	NA	0.7477182	NA	NA	NA	0.7983731	NA	NA	NA	1	0.8212617	NA	NA	NA	1
gene12313	0.9691834	0.9440104	0.9617929	0.7617415	0.9396829	0.9182123	0.9306567	0.8882352	0.8617992	1	0.6260093	0.9904913	0.6205964	0.9894927	1
gene12314	NA	0.9833751	0.9451143	0.9013649	0.7515637	0.9087778	0.9794754	NA	NA	1	0.9311592	NA	0.7776192	0.6787733	1
gene12315	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12316	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12317	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1232	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12320	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9341296	NA	NA	NA	1
gene12321	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12322	NA	0.8866934	0.9636073	0.8734515	0.9725444	0.9351934	0.8475985	0.9477389	NA	1	1	NA	0.898526	0.9986031	1
gene12323	NA	0.851125	0.6915332	0.7068433	0.9983678	0.3826447	0.1989574	NA	NA	1	0.3906892	NA	0.1659432	0.6685512	1
gene12324	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12325	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12326	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12327	0.7875507	0.5477535	0.6861226	0.3374161	0.2401141	0.8686832	0.9328923	0.7998712	0.6234284	1	0.9777977	0.8804282	0.8443664	0.7881839	1
gene12328	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12329	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12330	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12331	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12333	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12334	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12335	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12336	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12337	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12338	NA	0.9768858	0.7612533	0.9752432	NA	0.9422288	NA	NA	NA	1	1	NA	NA	NA	1
gene12339	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12340	NA	0.979754	0.819349	0.7655543	0.9633896	0.8035329	0.9880014	0.9954291	NA	1	0.7386961	NA	0.9859113	0.8979091	1
gene12341	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12343	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12344	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12345	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12346	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12347	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12349	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1235	NA	0.2878703	0.8542816	0.990605	0.728705	0.3452284	0.9292388	0.9808789	NA	1	0.100533	NA	0.7886993	0.9534894	1
gene12350	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12356	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12357	NA	0.8326346	0.4870514	0.4254373	0.9943133	0.8913459	0.9306567	0.9899646	NA	1	0.8081598	NA	0.9240402	0.486904	1
gene12358	NA	0.8524866	NA	NA	NA	0.4990484	NA	NA	NA	1	0.3344963	NA	NA	NA	1
gene12359	0.2543351	0.8607737	0.978027	0.2565508	0.7610033	0.6074581	0.3001553	0.9751923	0.6063427	1	0.5829639	0.9420513	0.2246503	0.7563891	1
gene1236	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12360	0.8729939	0.4586482	0.767968	0.9348979	0.904577	0.2925956	0.6129723	0.9808789	NA	1	0.2207975	NA	0.523561	0.6138814	1
gene12361	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12362	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12363	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12364	NA	0.6961177	0.4165599	0.9740357	0.9295914	0.6528279	0.3406449	0.9541742	NA	1	0.6768175	NA	0.288715	0.530141	1
gene12365	0.8494087	1	0.8620272	0.9177996	0.8322136	0.884801	0.703649	0.7652858	NA	1	0.9250408	NA	0.9456154	0.99674	1
gene12366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12367	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12368	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.6959039	NA	NA	NA	1
gene12369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1237	NA	0.9581716	NA	0.8998642	NA	0.788069	NA	NA	NA	1	0.8373289	NA	NA	NA	1
gene12370	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12371	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12372	0.8643289	0.3100381	0.398647	0.9581777	0.8550581	0.5563775	0.6726207	0.8402031	0.9965127	1	0.0988583	0.3146307	0.1693505	0.6157931	1
gene12373	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12374	NA	0.92106	0.9038728	0.9757422	NA	0.7530192	0.7356986	NA	NA	1	0.9367503	NA	0.8978864	NA	1
gene12375	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12376	NA	0.6360852	0.804815	0.6705791	NA	0.9351934	0.9890389	NA	NA	1	0.9344883	NA	0.9541943	NA	1
gene12377	NA	0.3324941	0.4870514	0.0781983	0.1921842	0.9903871	0.931801	0.9545759	NA	1	0.9433611	NA	0.7547206	0.9291116	1
gene12378	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12379	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1238	NA	0.5532905	0.4729471	0.8916326	NA	0.8946634	0.1905373	NA	NA	0.9639675	0.6619094	NA	0.1702701	NA	1
gene12380	0.0611058	0.4170907	0.807847	0.0117562	0.0922913	0.7337017	0.3244745	0.9830041	0.9186216	1	0.5137849	0.7352432	0.1049467	0.4384804	1
gene12381	0.0776721	0.914148	0.9693405	0.128032	0.3946926	0.2432924	0.1596834	0.8976837	0.6412165	1	0.3040523	0.5152979	0.1697053	0.5584656	1
gene12382	NA	0.9569233	NA	NA	NA	0.6746288	NA	NA	NA	1	0.8037827	NA	NA	NA	1
gene12383	NA	0.8583837	0.6237497	0.4377304	0.5761515	0.9873867	0.8927671	NA	NA	1	0.7581751	NA	0.9694362	0.9983283	1
gene12384	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12385	0.9489842	0.9504582	0.9081418	0.3852897	0.3117364	0.9909876	0.9880014	0.6618681	0.5080633	1	0.5466212	0.3303393	0.571765	0.5816536	1
gene12386	NA	0.5244681	0.1806266	0.0911374	0.1126357	0.8376622	0.4219305	0.4053895	NA	1	0.7425766	NA	0.96705	0.9891508	1
gene12387	NA	0.2307557	NA	0.1556095	NA	0.8917562	NA	NA	NA	1	0.9154353	NA	NA	NA	1
gene12388	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.3465764	NA	NA	NA	1
gene12389	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1239	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12392	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12394	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12395	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12397	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1240	0.957113	0.8589149	0.9665279	0.9753365	0.9280568	0.9478868	0.9853197	0.9506966	0.9847008	1	0.8189391	0.9290936	0.9340745	0.9861388	1
gene12400	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12401	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12402	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12403	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.2110944	NA	NA	NA	1
gene12404	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12405	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12407	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12408	NA	0.8307169	0.9601568	0.6069223	0.8647267	0.7045381	0.8713496	0.8791249	NA	1	0.248189	NA	0.4545734	0.8297921	1
gene12409	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1241	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12410	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12411	NA	0.8365976	0.8392856	0.9325232	0.785035	0.9457576	0.9498929	0.9918279	NA	1	0.9066246	NA	0.9013075	0.9891508	1
gene12412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12413	NA	0.9916323	0.9971046	0.8660823	0.7592457	0.6655682	0.665468	0.8402031	NA	1	0.8484318	NA	0.8145158	0.7838117	1
gene12414	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12417	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12419	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12420	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12424	NA	0.4156417	0.5751837	0.4097801	0.4939397	0.9046075	0.9861087	0.9808789	NA	1	0.9345841	NA	0.9686059	0.9983283	1
gene12425	NA	0.6457304	0.6970567	0.2219617	0.3827392	0.9839883	0.9560897	0.907976	NA	1	0.8369651	NA	0.7388253	0.9162215	1
gene12426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12427	NA	0.7970683	0.8170284	0.952387	0.2081007	0.9845581	0.9711102	0.8402031	NA	1	0.8369651	NA	0.8255872	0.6409334	1
gene12428	NA	0.6661664	0.9474092	0.7192842	0.9725444	0.8786277	0.9486662	0.5332393	NA	1	0.1767026	NA	0.5676389	0.9331813	1
gene12429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1243	0.9124026	0.6137911	0.7734678	0.9740357	0.9770113	0.7973742	0.9128981	0.9037194	NA	1	0.4496061	NA	0.6202532	0.8155688	1
gene12430	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12431	NA	0.6434371	NA	0.990605	NA	0.9836624	NA	NA	NA	1	0.5370716	NA	NA	NA	1
gene12432	NA	0.9792187	0.9425266	0.8080893	0.9938165	0.9422288	0.9035423	0.936139	NA	1	0.7724577	NA	0.6216412	0.9502298	1
gene12433	NA	0.8436999	0.6152921	0.7124361	0.8897592	0.7100876	0.0733238	0.7595036	NA	1	0.9575234	NA	0.1326683	0.4572598	1
gene12434	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12435	NA	1	0.8524903	0.9976211	0.904388	0.7761106	0.9306567	0.7595036	NA	1	1	NA	0.8116413	0.7311244	1
gene12436	NA	0.8524866	NA	NA	NA	0.8861423	NA	NA	NA	1	0.8032695	NA	NA	NA	1
gene12437	NA	0.7225936	NA	NA	NA	0.4136854	NA	NA	NA	1	0.2225641	NA	NA	NA	1
gene12438	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12439	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1244	NA	0.4092578	0.7043249	0.6398387	0.4780922	0.6483221	0.8982822	0.9037194	NA	1	0.7609286	NA	0.9898691	0.9523602	1
