"","22_mock_A_S4HSCounts.txt","22_mock_B_S5HSCounts.txt","22_mock_C_S6HSCounts.txt","22_WNV_B_S2HSCounts.txt","22_WNV_C_S3HSCounts.txt","26_mock_A_S10HSCounts.txt","26_mock_B_S11HSCounts.txt","26_mock_C_S12HSCounts.txt","26_WNV_A_S7HSCounts.txt","26_WNV_B_S8HSCounts.txt","26_WNV_C_S9HSCounts.txt","30_mock_A_S16HSCounts.txt","30_mock_B_S17HSCounts.txt","30_mock_C_S18HSCounts.txt","30_WNV_A_S13HSCounts.txt","30_WNV_B_S14HSCounts.txt","30_WNV_C_S15HSCounts.txt"
"gene1029",3,17,0,18,20,11,10,0,7,0,14,2,30,25,55,39,48
"gene10290",6,4,0,0,0,0,0,0,2,0,0,0,10,0,4,0,0
"gene10291",1,7,0,3,0,8,0,0,5,0,0,0,0,8,20,1,6
"gene10292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10294",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10296",7,4,0,0,0,1,0,0,0,0,0,11,12,2,0,0,1
"gene10297",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10298",0,6,0,9,5,0,0,0,1,0,0,0,2,3,0,0,10
"gene10299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene103",1114,938,114,1677,1365,1012,579,115,354,68,174,387,563,1617,1199,424,650
"gene1030",17,4,8,19,14,27,7,0,6,0,5,13,16,27,46,51,60
"gene10300",1,4,0,1,2,0,5,12,4,18,0,1,9,22,0,0,9
"gene10301",0,7,0,0,0,5,0,0,2,0,0,0,0,3,0,0,0
"gene10302",0,5,0,0,1,1,0,0,3,0,0,0,0,0,4,0,0
"gene10303",6,0,0,5,0,1,0,0,1,0,0,0,0,3,0,0,4
"gene10304",23,29,12,14,29,68,26,5,6,0,1,40,23,50,43,6,18
"gene10305",36,54,1,176,149,106,38,6,37,7,35,65,263,313,316,168,262
"gene10306",9,0,0,30,20,27,13,0,7,7,6,8,15,48,37,3,36
"gene10307",11,20,0,0,2,2,1,0,1,0,0,0,0,6,12,10,0
"gene10308",16,10,2,29,23,24,0,0,22,0,3,7,41,31,30,6,34
"gene10309",0,2,0,8,9,12,0,0,4,14,0,13,0,6,20,0,0
"gene1031",0,0,0,0,4,0,7,0,0,0,0,0,0,0,1,0,0
"gene10310",2,48,3,33,3,5,7,0,3,5,0,8,38,25,65,3,10
"gene10311",2,1,0,1,0,0,0,6,2,0,0,0,3,0,0,0,0
"gene10312",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"gene10313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10314",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10316",776,422,63,952,729,498,227,57,248,48,136,233,546,1233,860,408,486
"gene10317",23,17,2,2,13,8,0,0,2,12,0,5,14,40,6,37,27
"gene10318",18,28,0,20,33,4,0,0,2,0,2,5,5,22,11,22,16
"gene10319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1032",4,0,0,2,2,0,4,0,8,0,2,0,0,3,13,9,9
"gene10320",0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0
"gene10321",5,4,0,3,0,5,0,0,5,0,1,0,8,7,8,0,0
"gene10322",14,13,6,30,16,22,30,0,10,0,7,11,118,119,47,53,43
"gene10323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"gene10324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10325",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"gene10327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"gene1033",0,4,0,24,0,0,0,0,0,1,5,0,0,0,4,0,0
"gene10330",0,0,0,0,0,3,0,5,0,0,0,0,0,0,6,0,0
"gene10331",24,34,8,44,12,31,9,6,15,0,3,23,50,58,96,15,0
"gene10332",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"gene10333",1,12,1,22,12,12,0,0,7,0,0,11,0,6,15,13,4
"gene10334",1,4,5,15,8,2,0,0,0,0,0,0,0,9,0,0,8
"gene10335",14,0,0,18,26,10,2,0,8,0,1,20,0,62,27,12,6
"gene10336",25,51,5,27,27,22,5,0,23,0,4,18,30,110,62,4,32
"gene10337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10339",7,8,0,10,6,4,0,0,5,0,5,13,21,1,11,0,9
"gene1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10340",7,8,0,8,3,29,0,0,1,0,0,0,14,20,18,7,11
"gene10341",0,5,0,1,2,5,0,0,1,6,0,0,5,2,0,0,8
"gene10342",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10343",4,9,0,7,6,0,0,0,0,6,0,2,0,6,3,3,0
"gene10344",0,9,1,0,7,0,6,0,0,0,0,4,0,7,13,0,3
"gene10345",4,36,8,12,2,37,66,0,15,9,15,4,2,4,42,1,21
"gene10346",0,14,5,4,0,2,5,0,3,0,0,0,0,6,5,0,0
"gene10347",0,16,0,3,0,3,0,0,0,0,0,0,0,4,0,0,9
"gene10348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10351",18,28,6,22,16,7,6,0,6,0,0,19,27,12,42,0,4
"gene10352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10354",7,11,0,22,31,31,0,0,7,0,2,7,7,68,48,10,23
"gene10355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10357",5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"gene10358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1036",2,1,0,0,0,0,13,0,1,37,0,0,20,3,2,0,22
"gene10360",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"gene10361",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10362",0,1,0,0,3,0,0,0,2,0,0,0,0,7,0,0,0
"gene10363",3,18,0,10,0,6,8,0,0,10,0,7,0,19,8,0,1
"gene10364",1,18,0,25,12,6,0,0,1,0,2,0,18,30,8,1,3
"gene10365",0,1,0,0,0,0,0,0,0,0,0,0,1,8,7,0,1
"gene10366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10367",0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0
"gene10368",510,455,61,672,572,595,340,48,160,43,127,328,785,1406,721,327,562
"gene10369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10372",0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0
"gene10373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10374",6,7,0,7,0,4,0,0,0,0,0,17,4,14,4,2,0
"gene10375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10377",0,0,0,7,0,0,0,0,2,0,0,0,0,0,12,0,0
"gene10378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10380",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"gene10381",0,12,0,6,0,8,0,0,3,0,0,0,11,8,7,7,3
"gene10382",9,7,0,4,8,3,5,0,0,1,4,0,1,21,12,0,11
"gene10383",30,33,4,48,36,49,22,3,12,0,4,15,73,95,101,28,61
"gene10384",5,24,9,42,25,35,14,6,14,6,4,13,30,119,28,21,23
"gene10385",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"gene10386",0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
"gene10387",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"gene10388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10389",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"gene1039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10390",0,13,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0
"gene10391",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"gene10392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10393",36,13,2,42,90,34,18,0,23,0,7,2,12,76,40,2,16
"gene10394",11,12,0,9,0,0,0,0,1,0,10,8,20,12,21,15,16
"gene10395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10396",94,139,11,156,146,220,105,6,42,8,41,85,179,284,205,133,105
"gene10397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10399",0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"gene104",9,2,0,13,11,5,7,0,3,0,1,0,0,28,25,6,0
"gene1040",0,4,0,0,5,6,8,0,0,0,2,0,0,0,0,12,4
"gene10400",0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0
"gene10401",1,4,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0
"gene10402",0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,5
"gene10403",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10404",4,16,9,30,0,5,0,0,2,0,0,4,21,36,42,7,9
"gene10405",259,200,16,263,243,222,178,4,77,5,63,883,504,2149,774,297,513
"gene10406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10407",8,9,9,7,10,13,6,0,10,0,4,3,8,4,8,10,17
"gene10408",66,24,0,23,33,52,21,4,17,0,1,51,34,99,39,25,61
"gene10409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1041",3,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0
"gene10410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10413",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"gene10414",28,41,21,46,31,57,5,0,17,0,10,19,40,107,67,21,58
"gene10415",7,15,0,25,12,54,11,0,19,0,3,4,17,32,48,23,10
"gene10416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10418",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1042",14,6,4,10,10,26,3,0,17,0,13,0,26,89,57,5,18
"gene10420",60,206,41,158,136,132,46,8,30,12,27,547,197,795,278,158,326
"gene10421",0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"gene10422",55,48,0,25,34,60,24,0,21,3,17,53,62,143,148,52,84
"gene10423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10424",25,20,0,0,3,21,0,0,5,0,3,0,3,9,12,15,0
"gene10425",0,0,0,11,31,28,1,0,7,0,0,23,15,52,25,9,24
"gene10426",48,123,37,102,261,168,75,26,59,1,27,120,138,401,313,111,151
"gene10427",5,0,0,7,6,1,0,0,2,0,9,0,27,46,15,14,9
"gene10428",3,0,0,0,7,12,2,0,7,0,0,2,17,24,15,2,9
"gene10429",25,31,0,20,14,39,30,0,23,0,4,1,10,34,53,6,2
"gene1043",0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"gene10430",37,21,0,114,73,58,30,11,15,0,15,18,125,133,214,89,34
"gene10431",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10433",3,15,0,12,4,7,0,0,2,0,0,0,0,4,0,1,0
"gene10434",0,9,0,1,0,8,0,0,1,0,0,0,0,0,6,0,0
"gene10435",7,3,0,4,2,18,0,5,3,0,1,0,6,19,9,26,0
"gene10436",1,26,0,4,2,16,14,0,13,0,0,4,0,22,45,6,3
"gene10437",5,8,0,0,11,3,5,0,0,0,0,5,4,0,7,0,3
"gene10438",5,12,0,0,3,39,16,0,24,0,1,0,14,21,13,0,5
"gene10439",1,1,1,0,1,29,15,0,13,0,0,34,0,59,36,13,9
"gene1044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10442",0,3,0,1,5,8,4,0,0,0,1,9,0,1,12,11,10
"gene10443",0,9,0,15,2,2,21,0,0,0,0,0,6,2,3,0,4
"gene10444",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"gene10445",2,6,2,9,0,1,5,0,0,0,1,11,19,23,3,4,0
"gene10446",11,0,9,5,17,1,0,0,1,0,0,12,0,5,0,0,9
"gene10447",7,6,5,6,7,8,0,0,3,0,4,0,0,17,3,0,4
"gene10448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1045",0,0,0,0,6,2,17,0,5,0,0,0,0,0,0,0,0
"gene10450",3,0,0,0,0,3,0,0,0,1,0,7,0,1,4,0,0
"gene10451",4,0,0,4,0,16,22,0,12,0,1,18,26,44,11,16,6
"gene10452",0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0
"gene10453",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10455",0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"gene10456",21,17,5,52,51,13,5,0,9,0,3,19,0,38,58,23,8
"gene10457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10458",9,7,0,39,21,6,6,0,0,0,0,5,0,25,22,5,3
"gene10459",9,10,0,27,19,2,0,0,2,0,0,0,0,19,19,1,15
"gene1046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10461",89,60,17,100,70,71,21,17,25,10,4,13,29,130,227,6,30
"gene10462",11,0,0,1,1,23,4,0,2,0,0,0,1,33,6,16,6
"gene10463",37,42,0,80,75,61,45,0,40,0,8,9,28,91,165,49,124
"gene10464",6,5,0,6,3,0,6,5,1,0,0,13,0,22,16,1,7
"gene10465",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"gene10466",63,43,24,128,86,50,47,1,24,0,4,31,106,238,162,98,59
"gene10467",0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0
"gene10468",0,0,0,8,2,0,0,0,0,0,0,0,0,16,0,0,0
"gene10469",0,0,0,0,2,20,14,0,16,0,2,0,0,5,9,6,0
"gene1047",0,0,0,0,0,5,0,0,8,0,0,0,10,0,3,0,0
"gene10470",0,6,0,0,5,7,4,0,5,0,0,21,0,6,10,0,0
"gene10471",6,6,0,23,13,0,0,0,2,0,1,0,16,25,19,1,21
"gene10472",0,0,0,0,0,1,0,8,8,0,0,1,0,2,8,0,0
"gene10473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10474",0,0,0,2,3,5,0,0,2,0,0,0,0,0,0,0,0
"gene10475",3,8,0,14,45,49,3,2,22,0,4,1,23,378,164,84,70
"gene10476",4,5,0,21,61,36,1,0,17,0,0,0,26,359,135,98,50
"gene10477",64,66,2,34,78,55,5,0,58,0,19,4,49,122,129,47,59
"gene10478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"gene10479",13,28,4,39,5,65,52,9,6,0,1,11,89,24,47,12,11
"gene1048",2,7,0,4,7,0,0,0,1,0,0,1,0,5,8,0,7
"gene10480",11,13,0,20,16,32,5,1,4,0,6,5,16,28,38,9,20
"gene10481",0,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,0
"gene10482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10484",23,28,0,37,23,7,3,4,7,0,0,8,0,28,39,0,2
"gene10485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10486",17,15,0,29,20,9,10,0,6,0,0,8,6,62,20,2,18
"gene10487",3,0,0,0,1,3,1,0,2,0,1,1,1,13,2,3,0
"gene10488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10490",0,12,5,0,6,13,0,0,0,0,0,5,2,0,2,0,6
"gene10491",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"gene10492",0,4,0,0,0,5,0,0,0,0,5,0,0,9,5,0,1
"gene10493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10494",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"gene10495",4,0,0,0,0,5,0,0,0,0,4,0,0,3,0,0,0
"gene10496",1,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0
"gene10497",2,0,0,0,1,0,0,0,1,0,5,0,0,0,2,0,4
"gene10498",3,1,0,6,1,5,0,0,0,0,6,0,0,9,26,2,6
"gene10499",16,17,3,59,34,33,11,5,14,0,6,44,24,66,65,49,40
"gene105",15,27,0,32,28,16,3,0,10,0,16,38,23,19,57,9,20
"gene1050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10500",22,14,6,12,8,36,4,16,13,0,4,6,26,22,75,15,5
"gene10501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10502",5,0,0,0,0,0,0,0,1,0,0,8,0,18,0,0,6
"gene10503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10505",9,12,0,3,1,1,2,0,1,0,2,12,0,11,12,10,0
"gene10506",0,2,0,3,0,0,0,0,1,0,0,0,0,11,1,0,0
"gene10507",0,3,0,2,0,6,0,0,1,0,0,0,26,10,4,0,0
"gene10508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10509",6,0,0,10,9,9,0,4,0,10,0,0,0,29,14,7,19
"gene1051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10510",87,88,11,100,60,112,101,5,28,11,16,150,107,248,164,17,41
"gene10511",0,0,0,4,0,1,0,0,0,0,0,0,11,0,0,0,0
"gene10512",0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
"gene10513",4,8,0,7,24,7,8,0,5,0,3,0,0,13,22,5,11
"gene10514",23,79,9,35,12,43,46,0,35,0,17,10,61,48,44,11,23
"gene10515",1,11,0,7,7,18,0,1,0,0,0,8,0,12,0,0,3
"gene10516",6,11,0,9,3,10,3,0,9,7,4,4,3,20,10,14,11
"gene10517",4,29,0,0,6,16,9,0,3,0,0,0,8,15,11,0,0
"gene10518",6,13,0,36,20,27,5,0,14,0,2,5,8,10,26,15,10
"gene10519",8,9,0,18,17,36,0,5,10,0,4,0,46,38,39,4,19
"gene1052",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10520",2,16,0,9,1,13,20,0,7,3,1,1,32,51,8,10,11
"gene10521",47,35,2,137,126,48,34,5,18,1,12,26,133,236,97,71,128
"gene10522",43,40,15,51,30,30,38,0,31,5,14,34,88,115,118,24,109
"gene10523",0,0,0,0,0,0,8,3,0,0,0,0,0,9,0,0,8
"gene10524",0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0
"gene10525",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"gene10526",1,1,0,0,2,0,4,4,0,4,0,0,8,16,0,0,8
"gene10527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10528",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"gene10529",0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0
"gene1053",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10530",0,10,0,1,8,7,0,0,2,0,0,0,14,3,2,26,13
"gene10531",8,3,1,10,0,6,0,0,0,4,1,8,0,8,12,5,14
"gene10532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10533",53,33,4,60,30,39,20,0,22,6,7,37,31,126,51,41,37
"gene10534",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"gene10535",5,3,0,0,6,0,0,0,0,0,2,0,0,0,4,0,0
"gene10536",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"gene10537",164,88,4,143,99,75,55,5,39,5,13,183,115,456,275,120,122
"gene10538",0,11,0,11,11,18,15,0,2,0,0,9,0,8,5,1,0
"gene10539",1,4,0,1,0,5,0,16,2,0,0,0,0,7,5,0,0
"gene1054",44,161,70,3,12,57,14,0,31,4,7,25,5,14,35,1,1
"gene10540",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10541",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10542",0,0,7,0,9,7,0,0,0,0,0,0,0,0,10,0,0
"gene10543",9,5,0,10,4,2,5,0,1,4,2,12,8,25,22,0,2
"gene10544",0,9,0,2,4,2,7,4,0,0,0,0,0,16,4,1,0
"gene10545",15,6,3,38,42,6,0,0,7,0,0,0,34,73,12,3,6
"gene10546",2,10,0,10,5,18,0,8,1,0,0,0,0,4,17,0,0
"gene10547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10549",0,10,0,6,0,4,0,0,0,0,3,0,0,9,2,0,1
"gene1055",659,467,94,747,561,737,402,21,267,36,132,441,461,1380,888,341,492
"gene10550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10551",30,31,0,34,29,21,18,0,1,0,0,0,0,4,18,0,15
"gene10552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10553",4,6,3,7,5,17,6,0,0,2,0,11,4,9,27,2,10
"gene10554",0,0,0,2,0,0,0,0,0,0,0,9,16,6,5,0,11
"gene10555",39,95,21,45,28,56,44,0,15,0,8,219,144,416,172,37,295
"gene10556",0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0
"gene10557",5,0,0,1,0,0,2,0,0,0,0,12,0,15,6,0,0
"gene10558",10,14,0,37,15,1,2,0,0,0,0,0,0,11,1,0,0
"gene10559",0,2,0,2,0,8,0,0,0,0,0,14,14,41,24,4,4
"gene1056",0,0,0,0,6,1,0,0,2,0,0,0,0,0,9,0,12
"gene10560",0,0,0,0,0,0,0,0,3,0,0,0,4,2,0,0,0
"gene10561",42,34,4,33,18,34,0,13,21,0,4,88,46,198,121,29,60
"gene10562",20,11,0,2,4,4,0,0,3,0,0,0,7,7,6,17,0
"gene10563",2,4,10,4,22,9,21,0,3,0,0,0,6,9,3,2,2
"gene10564",5,2,0,6,3,0,2,0,1,0,0,2,0,2,3,0,4
"gene10565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10566",7,0,0,9,6,0,0,17,1,0,5,15,40,6,8,2,2
"gene10567",2,9,0,1,2,3,4,0,0,0,1,0,13,19,5,0,0
"gene10568",0,0,0,6,2,23,35,4,0,0,1,10,19,16,10,1,10
"gene10569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1057",0,9,0,1,0,7,0,0,0,0,0,5,0,0,4,0,0
"gene10570",4,0,0,0,5,5,0,0,0,0,0,0,0,3,0,0,5
"gene10571",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"gene10572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10573",1,0,0,0,0,8,0,0,2,0,0,0,0,0,2,0,0
"gene10574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10577",11,31,10,13,0,14,38,0,11,3,4,5,18,14,19,0,14
"gene10578",12,46,0,5,3,185,71,9,24,21,1,23,28,31,55,22,20
"gene10579",0,0,0,0,0,0,3,0,7,0,2,0,0,0,0,0,0
"gene1058",0,0,0,7,1,9,5,0,0,0,4,0,15,4,1,0,2
"gene10580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10582",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0
"gene10583",1,0,0,0,0,0,0,4,0,0,0,0,10,0,0,1,0
"gene10584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10586",3,36,0,23,16,24,4,0,8,2,14,4,8,56,54,2,20
"gene10587",3,0,0,14,10,1,0,0,4,0,5,0,0,0,2,0,0
"gene10588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1059",1,0,0,19,22,2,0,0,0,0,0,0,0,3,4,6,0
"gene10590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10592",0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"gene10593",9,28,0,8,16,36,19,0,7,0,0,13,0,19,43,4,3
"gene10594",3,8,0,2,8,3,3,0,0,0,0,3,0,0,10,0,0
"gene10595",20,82,21,232,160,314,26,10,37,0,15,96,0,38,647,254,232
"gene10596",2,1,6,0,2,13,0,2,4,0,0,0,2,6,16,3,1
