X22_mock_A	X22_mock_B	X22_mock_C	X22_WNV_A	X22_WNV_B	X22_WNV_C	X26_mock_A	X26_mock_B	X26_mock_C	X26_WNV_A	X26_WNV_B	X26_WNV_C	X30_mock_A	X30_mock_B	X30_mock_C	X30_WNV_A	X30_WNV_B	X30_WNV_C
gene13215	1	2	0	3	2	2	0	0	0	1	0	2	0	0	5	3	0	3
gene13216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13217	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1322	257	178	9	177	257	189	296	67	9	129	3	45	91	183	343	235	96	147
gene13220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13223	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene13224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
gene13226	9	36	0	11	11	9	9	8	6	15	1	1	13	13	47	31	13	13
gene13227	0	0	0	7	1	1	0	0	0	1	3	0	0	16	21	13	0	3
gene13228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13230	26	31	6	3	1	10	23	7	0	11	1	1	10	20	23	13	0	9
gene13231	1	0	0	1	2	1	2	0	0	1	1	0	5	4	7	5	0	3
gene13232	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13233	263	252	25	180	294	189	504	180	17	262	11	86	103	200	388	341	171	147
gene13234	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13235	1	0	0	6	9	0	1	0	0	0	0	1	1	4	2	0	5	2
gene13236	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gene13238	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	4	0	0
gene13239	0	0	0	0	0	0	2	7	0	0	0	0	0	11	0	0	0	0
gene1324	1	5	0	14	6	4	2	8	0	0	0	1	5	12	6	5	0	7
gene13240	0	1	0	5	1	0	1	3	0	3	0	1	0	0	0	1	0	0
gene13241	3	0	0	4	2	2	0	1	0	5	0	3	2	0	3	2	0	0
gene13242	6	8	0	8	6	3	11	1	1	10	0	2	4	5	3	15	2	9
gene13243	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene13244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13245	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13246	29	20	8	18	12	14	19	11	3	28	0	4	1	10	23	25	6	9
gene13247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13248	3	4	0	5	2	2	7	3	0	0	0	1	0	0	0	12	0	4
gene13249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13253	0	0	0	2	0	0	0	0	0	0	0	0	5	3	8	3	6	3
gene13254	4	14	0	6	2	1	9	8	1	16	1	3	8	4	6	9	0	2
gene13255	5	0	0	0	3	1	4	0	0	0	0	0	0	2	0	2	0	0
gene13256	2	4	0	1	0	3	11	0	1	1	0	0	0	14	5	1	0	0
gene13257	0	9	0	5	1	0	1	0	0	0	0	0	0	0	0	1	0	0
gene13258	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	6
gene13259	1	1	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0
gene1326	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0
gene13260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13262	13	9	2	70	62	29	2	0	0	1	0	0	3	9	7	2	0	2
gene13263	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
gene13264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13265	8	9	1	44	29	10	17	2	0	6	0	1	16	15	30	18	15	5
gene13266	6	6	0	6	8	12	4	0	0	1	1	2	0	8	17	12	2	12
gene13267	12	19	0	19	19	32	15	2	0	16	0	0	0	10	41	30	16	25
gene13268	32	35	9	89	50	55	52	55	2	38	3	9	9	23	88	108	24	78
gene13269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1327	4	1	0	0	8	5	11	5	1	0	0	1	0	1	14	3	10	3
gene13270	2	0	0	11	5	5	5	3	0	6	0	2	0	0	8	13	1	6
gene13271	5	0	0	24	16	13	3	9	0	4	0	2	2	2	14	12	1	1
gene13272	12	12	2	27	85	71	49	29	1	17	3	16	6	46	67	63	23	37
gene13273	0	0	0	8	5	17	2	0	0	5	0	0	0	2	10	18	0	3
gene13274	9	4	0	4	4	13	0	1	1	0	0	1	11	4	34	17	7	1
gene13275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13276	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
gene13277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1328	5	4	0	0	0	0	6	0	0	1	0	1	0	1	0	0	0	0
gene13280	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13281	2	0	1	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0
gene13282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13283	8	3	0	8	4	10	3	0	0	5	0	0	0	7	4	8	1	3
gene13284	1	0	0	4	3	3	6	0	0	1	0	0	1	0	2	0	0	0
gene13285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13289	13	8	0	16	17	16	25	5	0	1	0	3	2	6	53	17	23	34
gene1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13291	2	1	0	9	4	1	3	8	0	1	0	0	0	1	13	5	0	5
gene13292	14	27	1	27	28	19	19	2	2	11	0	2	7	24	29	26	10	31
gene13293	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13294	37	15	0	48	22	21	44	18	1	14	1	5	3	8	19	39	26	31
gene13295	3	0	0	1	0	0	0	0	0	3	0	0	0	0	1	6	0	0
gene13296	0	0	0	6	5	0	0	0	0	2	0	0	0	0	0	0	0	0
gene13297	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2
gene13298	1	5	0	2	0	6	14	10	0	11	0	0	2	0	8	8	2	6
gene13299	0	4	0	2	5	2	10	2	1	2	0	1	0	0	3	0	0	2
gene133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1330	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0
gene13300	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	1	2
gene13301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene13302	2	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	2	2
gene13303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13304	0	0	0	0	0	0	3	0	0	3	0	1	0	1	0	0	0	2
gene13305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
gene13306	0	4	0	17	3	5	5	1	0	1	0	0	0	3	1	2	2	9
gene13307	114	54	6	105	92	146	80	50	6	26	1	21	175	68	286	105	32	121
gene13308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
gene13309	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
gene1331	5	6	0	13	8	18	14	4	2	9	0	2	4	8	17	15	4	14
gene13310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene13311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13312	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13314	0	0	0	2	0	0	3	0	0	0	0	4	0	0	0	0	1	0
gene13315	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13316	4	2	0	0	9	2	3	0	0	2	0	4	35	1	8	14	0	4
gene13317	2	3	0	12	6	14	3	8	0	3	0	0	0	5	9	11	2	6
gene13318	4	1	0	13	8	5	3	0	0	0	1	0	5	0	17	3	4	2
gene13319	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
gene1332	10	11	0	24	31	32	4	0	0	10	9	3	0	12	31	24	24	41
gene13320	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene13321	1	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0
gene13322	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
gene13323	0	0	0	1	2	5	1	0	0	0	0	2	0	3	4	10	0	0
gene13324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0
gene13325	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene13326	5	13	0	18	6	6	2	1	0	5	0	3	2	2	14	11	0	5
gene13327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1333	65	79	7	129	99	70	105	33	8	50	1	9	27	58	139	156	53	80
gene13330	18	9	0	0	1	1	8	0	0	3	1	1	16	4	1	2	6	2
gene13331	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene13332	3	9	0	7	6	1	9	1	0	5	0	0	2	6	6	9	2	4
gene13333	1	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	1
gene13334	0	3	0	0	2	4	3	0	0	1	0	1	0	5	2	4	3	3
gene13335	135	93	5	163	164	100	181	42	7	138	8	21	62	26	160	260	49	49
gene13336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13337	3	4	1	3	5	7	16	12	0	4	0	0	3	0	3	14	0	0
gene13338	2	0	0	1	6	1	0	0	0	3	0	0	0	0	1	0	0	2
gene13339	38	59	8	51	54	38	91	49	14	40	0	32	83	79	144	71	35	92
gene1334	82	58	2	67	75	72	68	53	7	45	4	14	54	32	198	99	31	43
gene13340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13342	0	2	0	0	0	0	4	0	0	0	0	0	0	1	2	2	0	0
gene13343	3	4	0	5	9	7	5	1	0	4	0	1	2	3	5	6	1	2
gene13344	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13345	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene13346	1	0	0	0	6	0	7	1	0	0	0	0	0	0	0	0	3	6
gene13347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13348	0	0	0	3	4	0	0	0	0	1	0	0	0	0	1	6	4	0
gene13349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1335	21	15	0	16	46	16	12	2	0	4	0	1	2	12	27	8	11	8
gene13350	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
gene13351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13352	2	2	0	7	0	4	9	0	0	0	0	0	1	0	6	3	0	3
gene13353	0	0	0	0	0	1	0	1	0	0	0	0	12	0	4	0	0	0
gene13354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13356	0	0	0	11	4	8	0	1	0	2	0	2	7	4	2	1	3	3
gene13357	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
gene13359	26	13	0	39	37	31	14	29	5	12	1	2	10	9	27	32	9	21
gene1336	4	0	0	1	0	0	0	0	0	1	0	2	0	1	1	14	1	4
gene13360	9	1	0	25	15	10	13	14	0	16	0	1	5	8	15	11	5	14
gene13361	1	0	0	8	8	1	3	1	0	0	0	0	0	5	10	2	0	0
gene13362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13364	62	43	3	107	73	51	78	45	4	35	11	23	57	39	115	159	56	56
gene13365	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
gene13366	6	11	2	28	2	7	16	0	0	5	0	3	8	10	40	26	11	14
gene13367	6	1	1	10	4	3	11	1	0	5	0	3	0	5	9	19	6	3
gene13368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1337	30	82	6	40	20	15	30	26	1	12	1	3	0	5	32	90	5	14
gene13370	0	2	0	0	4	1	8	2	0	7	0	7	0	0	1	0	1	2
gene13371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13374	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
gene13375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13376	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0
gene13377	4	8	0	5	12	8	12	0	0	5	0	0	6	4	4	3	0	0
gene13378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13379	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
gene1338	0	1	0	4	3	1	9	0	0	2	0	0	0	1	2	0	2	3
gene13380	13	4	0	23	29	15	2	2	0	2	0	1	1	2	6	25	1	10
gene13381	5	0	0	8	10	4	8	3	0	1	0	6	14	37	39	39	22	67
gene13382	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
gene13383	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	1
gene13384	3	0	0	5	5	0	5	0	0	9	0	0	5	0	0	1	0	1
gene13385	0	0	0	0	0	0	0	0	0	1	0	0	4	0	4	0	6	1
gene13386	0	0	8	0	7	5	2	6	0	0	0	0	0	0	0	0	0	0
gene13387	2	2	0	12	4	2	2	0	0	2	16	2	0	16	4	4	1	2
gene13388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1339	27	72	2	48	54	21	28	5	1	21	12	1	24	18	84	64	12	6
gene13390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13391	13	22	3	39	68	54	59	33	0	19	0	37	18	100	63	75	35	45
gene13392	0	4	0	11	4	2	6	0	0	0	0	7	1	3	10	7	3	8
gene13393	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13394	2	8	3	1	15	2	13	6	0	2	0	1	0	8	20	9	4	2
gene13395	6	5	0	12	9	12	16	7	0	10	0	6	14	1	31	36	3	7
gene13396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13397	0	4	0	3	0	2	0	0	0	0	0	1	0	0	0	2	0	0
gene13398	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0
gene13399	1	4	0	1	7	2	2	0	0	4	0	1	1	1	9	6	4	5
gene134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1340	7	0	0	2	3	0	1	0	0	2	0	0	3	1	0	0	0	0
gene13400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gene13402	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene13403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13406	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene13407	0	0	0	0	0	0	1	0	4	1	0	0	0	4	3	0	0	0
gene13408	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0
gene13409	0	15	4	7	6	3	4	0	0	3	3	0	0	0	2	2	0	0
gene1341	4	12	0	3	0	1	2	1	0	4	0	0	6	3	11	10	3	2
gene13410	6	11	0	27	51	18	17	10	0	5	3	9	6	11	28	25	8	26
gene13411	22	33	4	23	13	4	12	11	0	20	0	1	24	6	71	11	2	6
gene13412	9	3	1	4	4	5	2	2	0	4	0	2	18	0	13	7	4	3
gene13413	0	3	0	0	1	0	0	0	0	0	0	3	0	1	2	5	0	1
gene13414	0	4	0	2	6	3	2	0	0	4	0	0	0	0	5	7	4	2
gene13415	2	2	8	11	3	0	3	0	0	2	0	0	0	1	2	7	0	0
gene13416	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0
gene13417	3	11	0	0	0	0	29	3	0	8	0	0	0	0	4	4	0	0
gene13418	5	0	0	6	0	2	4	0	3	2	0	0	0	8	16	2	8	3
gene13419	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
gene1342	23	8	0	14	15	19	35	4	2	19	0	0	12	8	11	17	12	5
gene13420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13421	4	0	0	5	12	5	3	0	0	0	0	2	0	0	3	6	11	0
gene13422	1	1	0	1	1	0	3	0	0	2	0	0	0	6	2	3	6	5
gene13423	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13424	3	0	0	0	1	1	1	0	0	3	0	0	0	0	1	0	0	0
gene13425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13428	0	0	0	7	3	0	3	3	1	0	0	0	0	0	1	0	0	0
gene13429	0	12	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1
gene1343	29	34	1	24	38	7	38	0	2	22	3	1	3	4	19	39	3	12
gene13430	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene13431	9	23	4	14	5	3	17	3	0	11	1	7	1	3	11	14	2	7
gene13432	16	9	3	13	31	16	20	9	0	9	0	1	6	15	19	6	4	9
gene13433	3	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0
gene13434	11	23	0	34	41	45	9	0	1	2	0	9	2	15	58	15	17	51
gene13435	20	5	0	33	34	32	10	0	1	1	0	1	8	9	23	24	2	26
gene13436	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
gene13437	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene13438	2	8	0	11	14	10	12	0	0	7	2	1	19	4	55	25	6	13
gene13439	3	3	0	4	3	2	8	3	0	2	0	2	7	0	14	7	0	1
gene1344	1	8	1	0	2	0	6	3	0	1	0	0	0	0	8	0	0	3
gene13440	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13442	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	5
gene13443	0	1	0	0	1	3	2	0	0	1	0	0	0	3	3	0	0	0
gene13444	245	148	13	208	346	222	217	112	31	128	25	58	71	106	289	214	99	202
gene13445	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene13446	12	4	0	7	10	9	11	0	1	7	0	4	6	8	47	19	2	9
gene13447	51	55	2	9	42	27	76	62	3	17	3	7	1	51	21	37	10	15
gene13448	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13449	0	0	0	4	0	3	1	1	0	0	0	1	0	8	2	4	0	12
gene1345	4	16	0	25	17	11	43	15	0	7	8	7	0	4	13	38	4	11
gene13450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13451	3	2	0	0	5	0	0	0	0	2	0	1	0	0	5	3	0	0
gene13452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13454	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gene13455	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gene13456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0
gene13457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13458	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0
gene13459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1346	15	8	2	39	28	19	21	12	1	15	0	12	11	32	76	81	30	26
gene13460	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
gene13461	0	3	0	0	0	0	4	10	0	1	0	0	0	1	5	0	1	23
gene13462	23	20	0	10	18	18	2	1	1	2	0	0	1	2	8	15	1	5
gene13463	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13465	0	1	0	8	0	0	3	0	0	3	0	0	0	0	8	1	0	0
gene13466	0	0	0	0	1	4	4	0	0	2	0	0	0	0	3	0	1	2
gene13467	17	17	6	11	27	24	30	6	2	15	0	2	8	14	48	32	23	37
gene13468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1347	57	54	11	112	135	82	102	32	1	23	8	19	25	45	130	91	40	76
gene13470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
gene13471	1	1	0	9	6	5	9	0	0	1	0	0	3	21	2	9	1	2
gene13472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13474	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13476	0	5	0	6	2	8	15	0	0	5	0	10	2	7	5	8	0	2
gene13477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13478	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	6	0	0
gene13479	2	3	0	3	3	0	4	2	0	5	0	0	1	0	1	4	0	1
gene1348	6	0	3	46	23	12	8	3	1	8	1	5	1	5	40	26	8	26
gene13480	4	0	0	23	8	15	11	0	1	3	2	7	0	13	18	17	12	58
gene13481	0	0	0	0	2	0	8	1	0	2	0	0	0	0	0	0	0	0
gene13482	0	0	0	0	0	0	6	0	0	1	0	4	0	0	2	0	0	0
gene13483	3	4	0	7	13	1	5	2	0	7	0	1	0	5	12	13	5	2
gene13484	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
gene13485	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
gene13486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13487	7	14	0	31	38	14	15	21	2	10	0	2	0	6	29	28	6	10
gene13488	10	19	3	17	17	11	31	12	3	7	0	0	14	5	19	24	12	21
gene13489	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene1349	0	0	0	2	7	0	11	1	0	1	0	0	0	0	0	3	2	0
gene13490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13491	2	1	5	2	6	3	5	0	0	3	0	0	0	0	0	7	0	0
gene13492	2	0	0	4	0	4	0	0	0	0	0	1	0	0	3	0	0	0
gene13493	0	0	0	5	0	0	3	0	0	0	0	0	0	2	2	0	0	1
gene13494	6	6	0	16	19	26	15	6	0	12	0	3	9	9	26	32	10	13
gene13495	7	8	2	5	10	5	16	3	0	7	0	4	4	7	10	7	2	9
gene13496	40	47	7	57	52	29	57	20	0	30	0	23	21	74	105	54	21	47
gene13497	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
gene13498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13499	1	1	0	12	10	2	0	0	0	0	6	0	7	8	15	5	0	1
gene135	20	17	0	97	94	122	21	2	6	6	0	15	23	19	67	52	15	17
gene1350	0	3	0	19	5	5	3	3	0	3	0	0	0	0	3	2	1	8
gene13500	0	0	1	1	2	0	0	0	0	3	0	0	0	0	0	4	0	0
gene13501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13502	1	4	0	1	1	1	0	4	0	1	0	0	0	0	0	0	0	0
gene13503	0	0	0	1	3	1	7	0	0	5	0	0	3	0	1	0	0	0
gene13504	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13505	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
gene13506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene13508	3	3	0	3	0	6	1	0	0	0	1	0	0	14	4	3	9	1
gene13509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1351	2	0	0	0	0	5	3	0	0	0	0	0	0	0	2	0	0	0
gene13510	0	1	0	0	0	0	10	0	0	5	0	0	0	0	1	0	0	0
gene13511	17	4	0	5	25	10	16	5	0	9	1	0	0	4	4	7	0	0
gene13512	7	5	18	22	12	1	31	2	0	2	4	3	4	2	9	13	0	1
gene13513	3	7	4	8	12	8	10	6	0	5	0	0	26	3	75	38	11	12
gene13514	3	0	0	2	6	0	4	1	0	0	0	0	1	10	2	2	4	0
gene13515	6	11	4	7	6	18	13	13	0	5	0	1	1	10	15	13	8	4
gene13516	17	10	0	30	26	21	13	3	0	12	0	6	2	5	31	13	3	11
gene13517	3	9	2	0	0	0	1	0	0	3	0	1	1	0	6	1	0	2
gene13518	1	0	1	1	1	1	1	0	0	0	0	0	0	3	5	1	0	2
