X22_mock_A	X22_mock_B	X22_mock_C	X22_WNV_A	X22_WNV_B	X22_WNV_C	X26_mock_A	X26_mock_B	X26_mock_C	X26_WNV_A	X26_WNV_B	X26_WNV_C	X30_mock_A	X30_mock_B	X30_mock_C	X30_WNV_A	X30_WNV_B	X30_WNV_C
gene87	0	16	0	1	9	3	17	6	0	12	0	0	0	6	8	3	0	1
gene870	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene8700	9	17	1	12	6	8	26	13	0	10	0	2	0	1	14	10	10	5
gene8701	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
gene8702	2	0	0	2	3	0	6	0	0	0	0	0	0	0	2	4	2	0
gene8703	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
gene8704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene8705	68	93	6	123	155	115	144	52	20	101	5	49	96	176	309	199	145	236
gene8706	9	29	0	57	47	46	41	8	0	34	0	23	26	48	98	28	42	94
gene8707	27	26	4	13	20	20	20	19	0	11	0	3	11	16	23	18	15	2
gene8708	1	0	1	4	7	1	2	6	9	0	1	1	0	5	9	17	3	3
gene8709	0	0	0	0	1	0	4	2	0	0	0	0	0	0	1	0	0	0
gene871	2	0	0	0	1	0	1	0	0	0	0	0	7	0	9	0	1	0
gene8710	2	0	0	4	2	0	2	0	0	2	0	1	0	0	0	0	0	0
gene8711	10	9	0	9	8	16	3	9	0	5	0	6	8	2	39	31	3	7
gene8712	15	18	0	15	33	25	32	13	0	10	0	4	2	30	24	27	9	25
gene8713	4	1	0	1	1	6	0	0	0	5	0	0	0	0	3	4	0	3
gene8714	7	6	0	1	4	6	10	0	0	8	0	0	0	0	10	4	1	6
gene8715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8718	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
gene8719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
gene8720	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
gene8721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8723	3	0	0	12	11	0	2	0	0	1	1	0	0	4	4	15	0	7
gene8724	30	70	2	92	32	11	86	32	0	31	5	13	17	26	113	79	15	30
gene8725	12	17	4	45	47	27	77	25	0	48	0	24	10	34	73	78	21	53
gene8726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8727	0	0	0	4	0	2	1	0	0	1	0	0	0	4	0	5	0	2
gene8728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene873	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8732	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gene8733	9	12	0	3	4	3	3	0	0	1	0	0	1	0	8	0	0	1
gene8734	3	2	0	4	6	2	0	0	0	2	0	0	0	4	0	1	3	2
gene8735	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
gene8736	0	3	0	0	0	0	4	0	0	2	0	0	0	0	3	0	0	0
gene8737	0	10	1	6	1	3	4	0	0	0	1	0	0	0	0	0	0	0
gene8738	0	2	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0
gene8739	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene874	4	0	0	2	1	1	2	0	0	0	0	1	0	0	10	1	0	0
gene8740	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8741	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8743	5	1	0	3	0	9	7	0	0	7	0	3	0	1	7	4	0	1
gene8744	0	4	0	1	0	4	1	2	0	0	0	0	0	8	0	1	0	1
gene8745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8749	5	3	0	0	4	0	1	0	0	0	0	0	3	0	5	1	0	0
gene875	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3
gene8750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
gene8753	0	0	0	4	2	1	2	0	0	0	0	1	6	0	2	8	0	0
gene8754	8	3	2	3	5	2	2	5	0	0	0	1	5	4	10	7	0	11
gene8755	1	0	0	6	2	3	1	0	0	1	0	0	1	2	10	15	1	0
gene8756	422	391	50	587	754	523	561	216	33	257	52	119	185	342	933	735	264	365
gene8757	1	5	4	4	11	0	23	0	0	8	1	0	2	1	10	3	5	7
gene8758	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gene8759	7	22	2	35	33	17	18	0	2	5	1	2	4	14	28	21	2	2
gene876	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8760	2	6	0	1	6	0	11	0	0	1	1	1	0	9	6	3	2	0
gene8761	0	0	0	2	1	1	0	1	0	2	0	0	0	0	2	2	0	6
gene8762	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3
gene8763	17	21	0	17	28	25	14	0	0	5	0	1	7	3	27	25	9	6
gene8764	5	8	0	5	0	6	4	1	0	1	0	0	0	0	3	12	0	1
gene8765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8766	35	35	1	54	50	53	91	33	1	44	0	23	11	56	89	73	27	43
gene8767	20	14	4	11	12	9	31	4	0	22	0	3	1	9	26	27	14	4
gene8768	1512	896	114	1584	2009	1442	1426	607	94	770	51	240	436	975	2298	1475	496	795
gene8769	21	18	3	53	39	71	41	17	0	19	4	13	12	56	43	85	46	78
gene877	92	113	17	221	168	138	92	39	27	47	6	47	71	170	365	207	60	149
gene8770	0	1	0	0	2	0	5	0	0	3	0	0	0	1	4	2	0	1
gene8771	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
gene8772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8776	8	5	0	12	2	18	5	4	1	15	0	0	2	2	26	22	11	4
gene8777	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8778	12	12	1	17	34	20	17	0	0	9	3	3	41	23	66	45	8	15
gene8779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene878	1	2	0	21	22	12	4	4	0	3	0	1	2	6	34	15	11	6
gene8780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8783	1	0	0	0	1	2	4	0	0	1	0	0	0	3	3	1	0	0
gene8784	23	18	1	21	49	35	15	9	0	6	0	2	7	7	39	17	7	3
gene8785	0	1	0	3	1	5	6	1	0	6	0	1	4	4	18	17	2	4
gene8786	5	21	0	12	5	15	17	0	0	5	0	4	6	7	39	24	4	17
gene8787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene879	18	6	0	40	44	37	12	8	1	7	0	5	17	1	27	14	6	15
gene8790	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8791	67	62	8	43	69	51	54	14	0	29	4	9	13	13	54	49	21	28
gene8792	2	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0
gene8793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8794	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene8795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8796	0	1	0	3	0	0	9	0	0	1	0	0	0	0	2	0	0	0
gene8797	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8798	0	1	0	4	0	0	1	1	0	0	0	1	0	0	0	6	0	1
gene8799	4	20	0	2	2	1	4	0	0	1	1	2	0	4	11	9	1	1
gene88	65	33	7	79	91	62	90	32	7	58	3	10	33	62	137	103	32	60
gene880	71	59	8	112	131	77	88	20	5	40	0	16	61	42	101	74	27	79
gene8800	5	0	0	1	16	1	3	0	0	1	0	2	1	0	4	2	8	9
gene8801	1	1	0	1	3	0	0	0	0	0	0	1	4	3	0	0	0	0
gene8802	1	7	0	11	1	1	1	0	1	0	0	0	0	0	19	8	1	6
gene8803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene881	19	6	0	18	17	7	10	0	2	9	2	1	3	11	10	2	3	17
gene8810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8811	12	5	4	3	4	1	2	0	0	0	0	0	0	0	5	0	0	1
gene8812	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	14
gene8813	0	0	0	0	0	4	7	2	2	0	0	0	0	0	2	0	7	0
gene8814	340	323	14	570	590	479	347	144	31	260	13	70	1410	482	3865	1226	407	971
gene8815	18	20	1	76	61	77	29	20	0	8	0	8	14	66	55	42	12	58
gene8816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8817	3	0	0	0	6	0	0	0	0	0	0	0	0	6	4	0	0	2
gene8818	30	49	1	40	9	11	65	10	0	15	0	5	7	12	10	14	13	20
gene8819	2	3	0	6	0	0	14	14	0	9	0	3	0	0	1	0	0	0
gene882	34	94	7	52	57	30	74	32	5	54	7	11	23	49	96	91	14	44
gene8820	0	12	0	0	0	7	4	0	0	4	0	0	0	0	0	0	0	0
gene8821	8	2	0	0	1	14	2	4	9	5	4	2	19	13	42	1	4	25
gene8822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8823	20	33	0	17	32	13	27	24	1	10	2	2	4	23	43	22	15	17
gene8824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8825	1	3	0	3	5	1	1	0	0	0	0	0	0	1	0	0	0	2
gene8826	0	0	0	1	2	0	5	1	0	0	0	0	0	0	5	3	0	0
gene8827	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
gene8828	13	0	0	6	12	9	4	0	0	0	1	0	17	0	16	8	6	10
gene8829	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene883	24	16	5	20	18	33	48	8	0	15	0	6	15	43	73	46	25	43
gene8830	11	10	0	24	41	38	11	9	1	17	0	6	8	27	61	58	17	39
gene8831	0	2	0	0	5	0	1	0	0	2	0	0	0	9	0	0	0	0
gene8832	346	290	20	390	427	328	407	136	28	259	19	87	149	188	688	409	189	235
gene8833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene8835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8836	4	3	0	3	5	1	3	3	0	6	0	0	0	2	20	8	0	0
gene8837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
gene8838	13	8	4	8	8	11	15	11	3	15	2	21	12	46	39	28	23	23
gene8839	2	0	0	2	4	4	7	12	0	8	0	3	0	0	5	1	0	10
gene884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8842	0	0	0	2	2	0	0	0	0	0	0	3	0	0	1	0	0	1
gene8843	2	8	4	3	14	11	12	11	0	5	1	4	9	3	7	7	3	7
gene8844	2	0	0	0	0	0	2	5	0	1	0	3	0	0	0	0	0	0
gene8845	9	8	0	8	9	6	5	5	0	5	0	4	1	8	6	7	0	3
gene8846	30	68	16	70	57	32	59	26	0	30	1	8	44	12	145	124	11	43
gene8847	2	3	0	8	0	1	0	1	0	3	0	5	2	4	6	0	1	3
gene8848	20	22	0	16	15	12	13	7	1	6	1	0	1	11	48	38	11	17
gene8849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8850	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0
gene8851	4	8	0	17	15	8	6	2	0	1	0	0	0	0	2	5	0	7
gene8852	2	5	0	29	3	3	2	0	0	0	0	0	0	0	0	7	0	2
gene8853	0	4	0	11	4	5	6	0	0	2	0	0	3	5	3	6	0	0
gene8854	3	3	0	0	8	1	0	0	0	0	0	0	0	0	1	2	0	2
gene8855	5	2	0	3	2	2	1	2	0	1	0	4	0	0	7	1	5	0
gene8856	16	17	1	8	3	7	25	8	0	12	0	5	9	10	15	24	2	11
gene8857	0	2	0	0	0	0	3	0	1	1	0	1	2	0	0	0	0	1
gene8858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
gene8859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene886	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8860	4	7	0	18	18	6	10	9	0	4	1	0	0	23	22	6	0	3
gene8861	22	88	1	42	37	55	77	26	1	32	2	14	23	44	86	116	39	58
gene8862	32	29	3	81	70	60	42	29	1	37	1	8	11	47	77	94	28	59
gene8863	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8865	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene8866	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
gene8867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene887	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	4	0	0
gene8870	1	3	0	2	1	11	2	0	1	3	0	3	0	1	1	3	4	1
gene8871	0	1	0	0	1	3	1	1	0	1	0	0	10	0	21	11	1	6
gene8872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8873	51	42	14	46	62	30	71	31	4	32	2	19	12	45	71	45	36	36
gene8874	1	0	0	20	2	9	1	6	0	0	0	5	2	3	9	15	1	4
gene8875	2	18	0	0	1	0	14	9	0	4	0	0	3	3	1	1	1	0
gene8876	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8877	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
gene8878	6	7	0	4	2	3	3	4	0	13	0	0	13	3	13	10	6	3
gene8879	0	0	0	0	0	0	0	6	7	0	0	1	0	0	0	0	0	0
gene888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8880	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
gene8881	7	0	0	18	3	2	2	0	7	1	0	0	4	0	2	5	4	0
gene8882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8885	10	30	0	24	15	14	25	7	4	15	8	1	13	25	39	82	11	8
gene8886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene8887	3	11	1	24	10	4	8	9	3	3	0	7	10	13	24	10	6	7
gene8888	6	2	0	1	2	0	5	0	0	0	0	0	0	0	1	3	0	0
gene8889	2	0	0	2	4	0	4	0	0	0	0	0	21	2	58	9	0	4
gene889	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
gene8890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8891	0	1	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0
gene8892	162	69	5	171	238	155	150	50	5	74	0	32	27	57	226	165	58	52
gene8893	0	0	0	0	2	8	0	0	1	0	0	0	0	0	0	0	0	0
gene8894	1	3	0	4	6	5	3	0	0	3	0	4	0	0	1	0	0	1
gene8895	1	0	0	0	2	0	1	8	0	0	0	1	0	2	2	0	0	5
gene8896	2	0	0	2	1	1	5	0	0	0	0	0	0	6	5	0	0	0
gene8897	19	26	10	34	17	20	40	13	2	21	1	4	19	32	52	46	6	13
gene8898	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0
gene8899	3	11	1	12	11	4	6	0	0	1	0	0	1	0	0	10	4	2
gene89	19	7	2	11	24	24	13	3	0	10	0	2	6	9	33	25	17	25
gene890	3	1	0	1	0	9	1	2	0	4	0	0	0	0	0	0	2	0
gene8900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8901	1	0	0	3	0	2	5	0	0	2	2	1	1	3	7	0	4	2
gene8902	0	0	0	2	3	1	1	0	0	2	0	0	1	4	17	1	0	11
gene8903	3	0	0	0	0	5	0	0	0	4	1	0	0	0	4	1	3	0
gene8904	5	2	0	6	1	2	3	0	0	7	0	0	6	4	14	6	3	3
gene8905	1	3	0	3	2	0	0	0	0	1	0	0	1	0	0	0	4	0
gene8906	9	1	0	27	15	7	20	3	1	14	0	7	0	21	14	37	20	6
gene8907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8908	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gene8909	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
gene891	6	11	10	5	8	1	19	11	1	22	0	0	48	8	111	28	3	46
gene8910	0	1	0	13	3	3	0	0	0	2	0	0	0	7	3	2	0	6
gene8911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene8912	11	12	1	11	19	16	1	0	0	3	0	1	1	6	2	10	0	1
gene8913	0	1	0	0	0	0	3	0	0	3	0	0	0	0	1	0	0	0
gene8914	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	3	1	0
gene8915	0	3	0	2	0	2	0	0	0	0	0	0	0	4	0	0	0	0
gene8916	24	13	0	67	18	32	12	10	0	15	1	3	13	11	7	16	12	13
gene8917	5	9	0	9	9	13	10	5	4	3	0	0	14	8	20	19	1	4
gene8918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene892	0	2	0	1	0	0	4	1	3	0	2	0	1	2	3	1	0	2
gene8920	9	7	1	12	15	9	43	9	0	6	0	12	3	74	104	27	11	52
gene8921	3	4	0	6	12	1	7	12	0	1	0	2	4	0	3	7	2	3
gene8922	3	0	0	4	2	3	4	0	0	0	0	0	3	0	6	9	4	9
gene8923	0	4	0	0	0	0	2	0	0	1	0	1	2	0	0	1	5	1
gene8924	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
gene8925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8926	0	0	0	2	4	0	4	0	0	0	0	1	0	5	0	3	0	0
gene8927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8928	59	16	8	25	30	30	57	53	6	22	5	12	17	26	88	48	20	36
gene8929	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gene893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8930	8	0	0	9	5	0	7	2	0	4	0	4	2	5	11	13	5	7
gene8931	6	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
gene8932	9	5	1	7	10	4	10	0	0	3	0	0	1	3	9	6	3	4
gene8933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8934	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8936	2	4	0	0	0	0	0	0	0	3	4	0	3	0	4	2	0	0
gene8937	1	12	0	0	0	1	1	0	0	3	0	1	0	0	0	5	0	0
gene8938	2	4	0	3	3	0	43	0	0	5	0	4	0	4	6	9	1	0
gene8939	0	2	0	2	2	0	12	20	0	5	0	1	3	0	0	1	0	0
gene894	1	7	0	0	0	0	0	5	0	2	5	0	5	5	5	2	0	0
gene8940	0	0	0	3	0	0	1	0	0	1	0	4	0	2	0	0	3	0
gene8941	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene8942	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
gene8943	6	11	0	12	6	4	7	1	0	14	0	0	27	9	38	46	26	14
gene8944	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8945	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
gene8946	41	21	0	90	57	34	36	14	4	20	0	4	9	29	94	49	23	15
gene8947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8952	1	1	0	3	3	5	3	3	0	0	0	0	0	0	4	0	0	1
gene8953	3	3	0	4	5	0	4	0	0	2	0	0	0	0	9	9	2	0
gene8954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
gene8955	34	29	0	79	85	81	19	25	8	16	2	13	56	68	253	81	35	72
gene8956	1	2	0	0	0	1	2	0	1	1	0	0	0	0	2	2	0	0
gene8957	2	9	0	2	9	2	11	0	0	1	0	0	1	0	5	2	0	1
gene8958	31	64	11	46	64	55	51	32	4	21	1	9	79	26	110	89	5	27
gene8959	0	2	0	0	4	8	0	0	0	0	0	0	0	8	0	5	0	0
gene896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8960	3	3	0	3	2	1	11	0	0	3	0	0	2	2	6	8	0	0
gene8961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8964	0	0	0	0	0	0	6	2	0	1	0	5	0	0	0	1	0	0
gene8965	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
gene8966	0	1	0	1	1	4	5	14	0	1	4	0	0	20	9	7	0	9
gene8967	0	0	0	6	0	1	0	0	0	0	0	0	0	2	1	0	0	2
gene8968	1	0	0	0	0	0	0	0	6	0	3	0	1	0	2	0	0	1
gene8969	1	4	0	1	0	0	7	0	0	2	0	0	0	0	0	2	1	1
gene897	5	1	0	4	17	7	0	7	0	1	0	0	3	2	5	6	7	0
gene8970	1	0	0	0	5	4	3	9	0	0	1	0	0	10	9	5	0	1
gene8971	4	0	0	0	1	0	0	1	6	2	21	0	12	23	10	7	7	7
gene8972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8973	0	1	8	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0
gene8974	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
gene8975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8977	0	2	0	3	0	7	1	0	0	1	0	0	0	0	3	8	0	1
gene8978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene898	42	17	1	71	121	83	17	8	1	13	3	2	16	32	65	66	21	49
gene8980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8984	0	0	0	3	0	0	0	5	0	0	0	0	0	0	1	1	0	0
gene8985	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene8986	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2
gene8987	1	1	1	6	0	0	5	1	4	5	0	0	2	0	24	21	3	6
gene8988	0	0	0	3	0	1	7	0	0	0	0	0	0	0	0	3	0	0
gene8989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene899	16	3	8	36	55	32	3	0	0	4	1	0	10	4	24	15	2	7
gene8990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8993	22	67	1	45	73	66	17	2	5	9	0	2	31	11	89	75	18	33
gene8994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8995	19	12	0	34	39	18	11	6	1	6	0	4	28	6	61	46	7	51
gene8996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8997	4	2	0	3	9	2	5	0	0	0	0	0	1	3	5	2	3	4
gene8998	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8999	9	4	0	15	11	6	2	2	0	2	1	1	2	2	10	9	2	2
gene9	0	2	0	14	11	11	7	0	0	6	1	2	1	7	16	9	6	15
gene90	28	19	5	113	66	59	29	7	1	13	10	13	7	26	52	44	30	59
gene900	5	3	1	5	4	8	6	0	6	1	1	2	0	3	2	10	2	5
gene9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
gene9001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
